artist,album,track,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,lyrics_body
Estelle,Shine,American Boy,0.693,0.729,0,-2.99,1,0.378,0.0,0.07,0.521,117.848,"Just another one champion sound Yeah, Estelle, we 'bout to get down (get down) Who the hottest in the world right now Just touched down in London town  Bet they give me a pound Tell them put the money in my hand right now Tell the promoter we need more seats We just sold out all the floor seats  Take me on a trip, I'd like to go someday Take me to New York, I'd love to see L.A. I really want to come kick it with you You'll be my American boy  He said ""Hey, sister, it's really, really nice to meet you"" I just met this 5 foot 7 guy who's just my type I like the way he's speaking, his confidence is peaking Don't like his baggy jeans But I'mma like what's underneath them  And no I ain't been to M.I.A I heard that Cali never rains and New York's heart awaits First let's see the west end, I'll show you to my brethren I'm liking this American boy, American boy  Take me on a trip, I'd like to go someday Take me to New York, I'd love to see L.A. I really want to come kick it with you You'll be my American boy, American boy "
Modjo,Modjo (Remastered),Lady - Hear Me Tonight,0.72,0.808,6,-5.627,1,0.0379,0.0293,0.0634,0.869,126.041,Lady Hear me tonight 'Cause my feeling Is just so right  As we dance By the moonlight Can't you see You're my delight  Lady I just feel like I won't get you Out of my mind  I feel love For the first time And I know that it's true I can tell by the look in your eyes  Lady Hear me tonight 'Cause my feeling Is just so right  As we dance By the moonlight Can't you see
Shaggy,Boombastic,Boombastic,0.867,0.538,2,-16.183,1,0.361,1.75e-05,0.316,0.781,158.328,"Mr. Boombastic What you want is some Boombastic, romantic, fantastic lover Shaggy Mr. Lover lover, mm Mr. Lover lover, hehe girl Mr. Lover lover, mm Mr. Lover lover  She call me Mr. Boombastic, tell me fantastic Touch me inna me back, she say I'm Mr. Ro-mantic Call me fantastic Touch me inna me back she say I'm Mr. Ro...  Smooth, just like a silk Soft and cuddly, hug me up like a quilt I'm a lyrical lover, no take me fi no filth With my sexual physique, yah know me well built  Oh me, oh my, well, well, can't you tell I'm just like a turtle crawling out of my shell Gal, you captivate my body, put me under a spell With your Khus Khus perfume I love your sweet smell You're the only young girl who can ring my bell And I can take rejection, so you tell me go to hell  I'm Boombastic, tell me fantastic Touch me inna me back, she say I'm Mr. Ro-mantic Call me fantastic She touch me inna my back, she says I'm Mr. Boom-boom-boom-boom  Boombastic, tell me fantastic Touch me inna my back, she call Mr. Romantic Tell me fantastic"
Taylor Swift,Red (Big Machine Radio Release Special),We Are Never Ever Getting Back Together,0.628,0.676,7,-5.911,1,0.0916,2.65e-05,0.121,0.75,85.984,"I remember when we broke up the first time Saying, ""This is it, I've had enough"" 'Cause like we hadn't seen each other in a month When you said you needed space What?  Then you come around again and say ""Baby, I miss you, and I swear I'm gonna change, trust me"" Remember how that lasted for a day? I say, ""I hate you"", we break up, you call me, ""I love you""  Ooh, ooh-ooh-ooh-ooh We called it off again last night but Ooh, ooh-ooh-ooh-ooh This time, I'm telling you, I'm telling you  We are never, ever, ever getting back together We are never, ever, ever getting back together You go talk to your friends, talk to my friends, talk to me But we are never, ever, ever, ever getting back together"
Avril Lavigne,The Best Damn Thing (Expanded Edition),Girlfriend,0.56,0.959,7,-2.433,1,0.102,0.000221,0.209,0.669,163.983,"Hey, hey, you, you I don't like your girlfriend No way, no way I think you need a new one Hey, hey, you, you I could be your girlfriend  Hey, hey, you, you I know that you like me No way, no way No, it's not a secret Hey, hey, you, you I want to be your girlfriend  You're so fine, I want you mine, you're so delicious I think about you all the time, you're so addictive Don't you know what I can do to make you feel all right?  Don't pretend, I think you know I'm damn precious And hell yeah, I'm the motherfucking princess I can tell you like me too, and you know I'm right  She's like, so whatever You can do so much better I think we should get together now And that's what everyone's talking about  Hey, hey, you, you I don't like your girlfriend No way, no way I think you need a new one Hey, hey, you, you I could be your girlfriend  Hey, hey, you, you I know that you like me"
Madonna,Celebration (double disc version),Vogue,0.737,0.88,6,-6.449,1,0.0433,0.00351,0.417,0.329,115.998,"What are you looking at?  Strike a pose  Strike a pose  Vogue (vogue, vogue)  Vogue (vogue, vogue)  Look around, everywhere you turn is heartache It's everywhere that you go (look around) You try everything you can to escape The pain of life that you know (life that you know) When all else fails and you long to be Something better than you are today I know a place where you can get away It's called a dance floor And here's what it's for, so  Come on, vogue (vogue) Let your body move to the music (move to the music) Hey, hey, hey Come on, vogue (vogue) Let your body go with the flow (go with the flow) You know you can do it  All you need is your own imagination So use it, that's what it's for (that's what it's for) Go inside for your finest inspiration Your dreams will open the door (open up the door) It makes no difference if you're black or white"
Juanes,Mi Sangre,La Camisa Negra,0.751,0.731,6,-4.419,0,0.0308,0.0,0.0556,0.973,97.007,"Uno por pobre y feo, hombre Pero antoja'o, ay ome  Tengo la camisa negra Hoy mi amor está de luto Hoy tengo en el alma una pena Y es por culpa de tu embrujo  Hoy sé que tú ya no me quieres Y eso es lo que más me hiere Que tengo la camisa negra Y una pena que me duele  Mal parece que solo me quedé Y fue pura todita tu mentira Qué maldita mala suerte la mía Que aquel día te encontré  Por beber del veneno malevo de tu amor Yo quedé moribundo y lleno de dolor Respiré de ese humo amargo de tu adiós Y desde que tú te fuiste, yo solo tengo  Tengo la camisa negra Porque negra tengo el alma"
Gnarls Barkley,St. Elsewhere,Crazy,0.835,0.741,8,-1.609,1,0.0339,0.0577,0.0826,0.612,111.963,"I remember when I remember, I remember when I lost my mind There was something so pleasant about that place Even your emotions have an echo in so much space  And when you're out there without care Yeah, I was out of touch But it wasn't because I didn't know enough I just knew too much  Does that make me crazy? Does that make me crazy? Does that make me crazy?"
Kid Rock,Rock n Roll Jesus,All Summer Long,0.7,0.864,7,-3.629,1,0.0283,0.0,0.0956,0.887,102.997,"It was 1989 My thoughts were short, my hair was long Caught somewhere between a boy and man  She was 17 And she was far from in-between It was summertime in northern Michigan  Splashing through the sandbar Talking by the campfire It's the simple things in life like when and where We didn't have no internet But man, I never will forget The way the moonlight shined upon her hair  And we were trying different things And we were smoking funny things Making love out by the lake to our favorite song  Sipping whiskey out the bottle Not thinking 'bout tomorrow Singing ""Sweet Home Alabama"" all summer long  Singing ""Sweet Home Alabama"" all summer long "
Kelly Clarkson,Breakaway,Since U Been Gone,0.662,0.741,0,-5.406,1,0.0334,0.0303,0.114,0.404,131.0,"Here's the thing, we started out friends It was cool, but it was all pretend Yeah, yeah Since you been gone  You're dedicated, you took the time Wasn't long 'til I called you mine Yeah, yeah Since you been gone  And all you'd ever hear me say Is how I picture me with you That's all you'd ever hear me say  But since you been gone I can breathe for the first time I'm so moving on, yeah, yeah Thanks to you Now I get what I want"
Bloodhound Gang,Hooray For Boobies,The Bad Touch,0.831,0.735,0,-6.254,0,0.0384,0.0205,0.123,0.97,122.979,"Ha ha, well now We call this the act of mating But there are several other very important differences Between human beings and animals that you should know about  I'd appreciate your input  Sweat baby, sweat baby, sex is a Texas drought Me and you do, the kind of stuff that only Prince would sing about So put your hands down my pants and I'll bet you'll feel nuts Yes I'm Siskel, yes I'm Ebert and you're getting two thumbs up  You've had enough of two-hand touch You want it rough you're out of bounds I want you smothered, want you covered like my Waffle House hashbrowns Comin' quicker than FedEx never reach an apex Just like the Coca-Cola stock you are inclined To make me rise an hour early just like Daylight Savings Time"
Fergie,The Dutchess,Glamorous,0.81,0.755,0,-6.408,1,0.199,0.0,0.0857,0.625,130.991,"Are you ready?  If you ain't got no money take yo' broke broke home, you say it  If you ain't got no money take yo' broke broke home  G-L-A-M-O-R-O-U-S, yeah G-L-A-M-O-R-O-U-S  We flyin' first class Up in the sky Poppin' champagne Livin' my life In the fast lane And I won't change By the glamorous, ooh, the flossy flossy  The glamorous, the glamorous glamorous (The glamorous life  By the glamorous, ooh, the flossy, flossy  The glamorous, the glamorous glamorous (The glamorous life)  By the glamorous, ooh the flossy flossy  Wear them gold and diamonds rings All them things don't mean a thing Chaperons and limousines Shoppin' for expensive things  I be on the movie screens Magazines and boogie scenes I'm not clean, I'm not pristine I'm no queen, I'm no machine  I still go to Taco Bell Drive through, raw as hell I don't care, I'm still real No matter how many records I sell  After the show or after the Grammys I like to go cool out with the family"
The Corrs,In Blue,Breathless,0.607,0.82,11,-7.754,1,0.0597,6.8e-05,0.269,0.768,126.988,"Go on, go on Leave me breathless Come on  The daylight's fading slowly But time with you is standing still I'm waiting for you only The slightest touch and I feel weak  I cannot lie From you, I cannot hide And I'm losing will to try Can't hide it Can't fight it, fight it  So go on, go on Come on, leave me breathless Tempt me, tease me Until I can't deny this Loving feeling Make me long for your kiss Go on, go on, yeah"
Natasha Bedingfield,Pocketful Of Sunshine,Pocketful of Sunshine,0.721,0.88,9,-3.896,0,0.0454,0.0,0.0769,0.655,110.021,"Oh, yeah, yeah, yeah...  I got a pocket, got a pocketful of sunshine I got a love and I know that it's all mine, oh, oh-oh Do what you want but you're never gonna break me Sticks and stones are never gonna shake me, oh, oh-oh  Take me away (Take me away) A secret place (A secret place) A sweet escape (A sweet escape) Take me away (Take me away)  Take me away (Take me away) To better days (To better days) Take me away (Take me away) A hiding place (A hiding place)  I got a pocket, got a pocketful of sunshine I got a love and I know that it's all mine, oh, oh-oh (Got a love and I know that it's all mine) Do what you want but you're never gonna break me (Oh) Sticks and stones are never gonna shake me, oh, oh-oh (Never gonna shake me, never gonna shake me)  I got a pocket, got a pocketful of sunshine I got a love and I know that it's all mine, oh (I know) oh-oh (I know that it's all mine) Wish that you could, but you ain't gonna own me"
Bob Sinclar,World Hold on (Children of the Sky) [Radio Edit],World Hold on (Children of the Sky) [Radio Edit],0.738,0.932,8,-1.898,0,0.0959,0.000121,0.0623,0.624,126.994,"Oh yeah, yeah Open up your heart, what do you feel Open up your heart, what do you feel. Is real  The big bang may be a million years away But I can't think of a better time to say  World, hold on Instead of messing with our future, open up inside World, hold on One day you will have to answer to the children of the sky "
Nina Sky,Nina Sky,Move Ya Body,0.87,0.712,11,-6.313,0,0.0432,0.000331,0.0576,0.877,121.057,"Alright, right about now massive and crew Ya done know, see a Jabba pass through Alright now we have the biggest group singers here right now  Brand new inna the market, mi seh everybody, worldwide Get used to that group ya, ya done know So right now, girls, hey!  Ooh move your body, girl (move it, baby) Makes the fellas go The way you ride it, girl (we love the ladies there) Makes the fellas go Ooh, move your body, girl (move ya body) Makes the fellas go The way you ride it, girl (alright, girls) Makes the fellas go (yo)  Roll up in the club, looking fly (ya know) Made your first approach then caught his eye (wah) So he move your way, towards the dance floor (everybody touch the dance floor) Grabbed her hand then she whispered Whole night has gotten through Stand behind me, let me grind on you If I lick my lips, I'm probably feeling you I'ma make you go, ""Ooh""  Ooh, move your body, girl (move ya body, baby) Makes the fellas go The way you ride it, girl (everbody wildin' now) Makes the fellas go Ooh, move your body, girl Makes the fellas go The way you ride it, girl Makes the fellas go "
